,post,class
16513,white americans are shockingly european despite decades of race mixing propaganda | more :,implicit_hate
3354,left-wing ' anti-hate ' splc cheated tax laws  says legal complaint via,not_hate
14597,the more time passes the more i think all this talk is media gas lighting .,not_hate
11638,last year alone  planned parenthood reported $ 127 million excess revenue . #defundpp #ppsellsbabyparts,not_hate
14820," and these are only the  "" reported "" "" abortions : does this look "" "" safe  legal  and rare ? "" "" get the #truth - #itsprettyugly """,not_hate
12794,us appeals court revives holocaust suit against hungary via #withjewswelose,implicit_hate
20632,halt h1-b visas completely! they are not needed! train us workers instead or get out of business!,implicit_hate
3941,an average restaurant meal is more than 4 times larger than it was in the 1950s . powerful infographic from the cdc,not_hate
20001,"that's the religion of peace. yeah, right.",implicit_hate
14124,canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose uglytruth #m103,implicit_hate
19890,"in italy we call this type of woman how you say, piggo porko",implicit_hate
8797,if not  roll on genocide . prob b better if we all looked the same and fishd in a more diverse gene pool innit !,not_hate
11355,being white / mex i don't think i meet the requirements for but i support them . cause living in a white society is best .,implicit_hate
1572,on whose behalf is raising issues ? even aap volunteers question his leadership !,not_hate
10989,we are forming a group to infiltrate your white supremist . we are going to impregnate all,implicit_hate
1817,white men are attacking women at a predatory rate . you focus on race because you don't wa,not_hate
3360,lolll thats ur not a racist defense .. when white people do something like that .. u laugh and still say u can be racist ..,not_hate
9778,lincoln should of let the south go now we have a ridicuolously divided country,implicit_hate
3600,uk : huge fire engulfing western europes largest mosque in south london,not_hate
4240,keep it up . another one of your good ol white boys will break another record .,implicit_hate
4990,fake news media says trump supporters are racist with no proof  yet no outrage over liberal communist professors calling for white genocide !,implicit_hate
12720,the class system in america . if a white man was raised in the inner cities,not_hate
20696,"dear #blacklivesmatter, keep shooting at police. i am certain they will not mind when citizens shoot you. . .",implicit_hate
7926,jews and nonwhites are openly showing us their hatred right now . when will you get it  white people ?,explicit_hate
14331,it will be interesting to see how many alt-right halfwits still wear the maga caps to,not_hate
13101,: white house holds yet another #immigration meeting #afire #obama,not_hate
20048,"poison ivy league schools. higher """"macademia"""" bunch of nuts! let'em sponsor unvetted from 7 terror nations!",implicit_hate
3873,: @ me white men,not_hate
8214,um can you guys tone it down on the racist . like for the next meet play some chief keef to get the crowd hype .,not_hate
16071,hollywood  the news media  the entertainment media and the publishing industry are all dominated by jews :,implicit_hate
3816," rt who wrote movie  "" haider "" "" disowns india  resides in delhi  married 2 hindulady """,not_hate
10954,those crooked politicians dems or rinos will never admit fault . they sold their souls for power and money .,not_hate
16912,exclusively white protesters ? seems a little racist .,not_hate
10063,tyles of plantation ( also a measurement ) was determined by geographical ( the south is the size of europe ) location  climate & soil,not_hate
12970," i can't tell a real ideological difference between those two labels . it seems that  "" identitarianism "" "" is just trying to be a less in-your-face alt right without the baggage of the alt right term  or whatever . """,not_hate
8126,that last rt was for humour value only  in case of doubt . i stress that i do not support socialism  national or international flavour,not_hate
17794,couldn't agree more ! that is why he is white trash  for speaking like that !,implicit_hate
11993,you already do hate yourselves i think ? born here  speak the language  white  yet you cannot compete with an illegal alien ?,implicit_hate
16144,in second picture  they both like they are hitting each other in the chin #berkeley #antifa #berkrally #trump,not_hate
20616,"terrorists - should be feed to crows. no islamic muslim funerals, rituals, or burials. (wai",implicit_hate
1571,oh you white supremacist you ... wait  what ? oh,not_hate
19129,deportable illegals? what? every illegal alien parasite in the usa are deportable illegal aliens.,implicit_hate
1116,: afghan guide on american troops : don't be offended  they're just ignorant,not_hate
13653,the opposite of being white ?,not_hate
18606,austria on the cusp of electing a nationalist president - norbert hofer leading narrowly with 50.2 % of votes counted so far .,not_hate
19729,"dumbass is one word. you're* you can't even use the english language correctly. let me guess, your aunt is also your mother?",implicit_hate
13560,probably the liberal-whites outside of the deep south,not_hate
17180,oh yeah . bring your guy's : two white racist scumbags . praise the lord .,not_hate
4131,i don't know about social media pranksters but i do know later marxism-leninism ended up being quite trad :,not_hate
853,where do you see hate in what i say ? i proud of my culture and if people from other place in the world want to share it i'm more than happy,not_hate
7820,i don't believe it . immigrants add t our economy .,not_hate
15539,to understand this thinking you will need my new  patent-pending  guide to liberal logic : the liberal transitive property of algebra : a = b and b = c sooooo ... a = d ( ! ? ! ) if you get the joke please rt.if not  vote democrat !,not_hate
19892,"just because he's a muslim, she's a jew and he shouted 'allahu akbar' you cannot jump",implicit_hate
6905,hate group promotes anti-muslim  racist and xenophobic rhetoric . #counteracthate,not_hate
16507,what's normal can be altered . the cultural marxists have done a good job of surreptitiously messing nor,not_hate
16358,that rules out antifa . their ideology is based on hate . hate of whoever the corporate media machine says is politically incorrect .,not_hate
4347,poll : white southern men most armed via,not_hate
3834,#antifa going to #pikeville  #ky on 4/29  raised $ 5k + on #gofundme page  bus people from #louisville via,not_hate
14625,they want everyone to believe there is a race war . all i see is white fascists fighting white nazis .,not_hate
16263,oh how the jews must be happy  all their anti-white propaganda is paying off .,implicit_hate
